region,anzsic_descriptor,sub_industry,household_category,gas,units,magnitude,year,data_val
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,107.5
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,98.82
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,87.42
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,77.61
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,89.94
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,74.76
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,87.98
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,81.71
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,76.11
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,36.52
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,35.77
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,31.55
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,29.69
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,37.22
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,31.16
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,27.73
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,34.03
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,28.61
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,28.35
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,21.34
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,27.43
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,22.9
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,26.73
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,25.57
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,11.32
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,9.28
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,9.32
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.68
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.84
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8.7
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,20.16
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.78
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,11.31
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.39
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.42
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,5.84
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.15
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.51
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7.94
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,894.31
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,868.84
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,743.31
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,796.72
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,861.28
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,870.09
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,845.71
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,763.19
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,848.34
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,954.63
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,932.2
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,840.98
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,893.55
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,850.96
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,759.24
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1339.37
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1316.66
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1272.71
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1278.28
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1373.79
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1324.74
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1334.76
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1387.6
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1492.61
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1422.27
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1416.11
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1353.93
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1450.4
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1411.67
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1446.72
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6677.65
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6395.58
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6373.2
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6406.45
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6712.81
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7142.75
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7521.29
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7426.54
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7183.03
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7140.93
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7367.54
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7650.1
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7446.13
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7638.74
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7670
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1227.62
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1196.85
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1089.6
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1088.83
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1120.52
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1125.61
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1110.37
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1166.51
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1047.15
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1063.77
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1029.97
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1057.06
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1031.97
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1030.6
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1075.57
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2450.87
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2633.37
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2431.07
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2444.32
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2434.01
